Incident_ID,Company_Name,Industry,Attack_Type,Date_of_Incident,Breach_Size,Financial_Loss,Country,Attack_Vector,Mitigation_Time,Year,Month,Day
2023,"Pierce, James And Spencer",Healthcare,Phishing,2019-09-08,9031392.0,363316.17,Sweden,Compromised Vendor,5,2019,9,8
2024,"Nelson, Smith And Carter",Healthcare,Denial of Service,2019-09-30,6943320.0,1429387.32,Belgium,Phishing,36,2019,9,30
2025,"Evans, Vargas And Russo",Retail,Supply Chain Attack,2019-06-29,9092672.0,3235496.11,Sweden,DDoS Attack,40,2019,6,29
2026,Hill-West,Healthcare,Supply Chain Attack,2019-07-31,5046842.0,3224713.99,Italy,Phishing,22,2019,7,31
2027,Price-Martinez,Tech,Data Breach,2019-06-25,2265147.0,1090825.85,Spain,Spear Phishing,15,2019,6,25
2028,Harris Ltd,Manufacturing,Malware,2019-07-27,7667648.0,1106331.81,Netherlands,Insider Threat,10,2019,7,27
2029,Jones Group,Retail,Phishing,2019-02-21,1528024.0,2614167.71,Italy,Compromised Vendor,7,2019,2,21
2030,Schmidt Group,Manufacturing,Malware,2019-02-01,1507042.0,2224271.7,Belgium,Phishing,25,2019,2,1
2031,Meyer-Henderson,Manufacturing,Data Breach,2018-05-01,2963393.0,1737530.66,Uk,Compromised Vendor,38,2018,5,1
2032,White-Bryant,Telecommunications,Ransomware,2019-12-06,8946741.0,2535035.92,Belgium,Compromised Vendor,23,2019,12,6
2033,Brown-Nguyen,Tech,Ransomware,2018-10-18,4950575.0,2383789.02,Sweden,Phishing,34,2018,10,18
2034,Clark-Torres,Manufacturing,Data Breach,2018-08-03,7049876.0,2811088.23,Belgium,Compromised Vendor,50,2018,8,3
2035,"Floyd, Stone And Jenkins",Telecommunications,Ransomware,2018-06-04,1576663.0,2460809.81,Netherlands,Spear Phishing,14,2018,6,4
2036,Clark-Thomas,Manufacturing,Data Breach,2019-03-05,3421051.0,1052627.62,Uk,Spear Phishing,30,2019,3,5
2037,Long Inc,Manufacturing,Ransomware,2018-04-20,4048112.0,337795.07,Italy,DDoS Attack,37,2018,4,20
2038,"Yates, Valenzuela And Carroll",Manufacturing,Ransomware,2018-08-24,6988606.0,181884.66,Spain,Phishing,37,2018,8,24
2039,Diaz-King,Retail,Ransomware,2018-11-01,2919676.0,4208464.1,Belgium,DDoS Attack,42,2018,11,1
2040,Stone And Sons,Manufacturing,Ransomware,2018-01-14,4950575.0,1120406.19,Netherlands,Phishing,57,2018,1,14
2041,Hanson-Harris,Telecommunications,Data Breach,2018-10-13,7463435.0,628020.96,Netherlands,DDoS Attack,29,2018,10,13
2042,White Llc,Retail,Ransomware,2018-09-14,9792151.0,2906501.03,Belgium,Phishing,35,2018,9,14
2043,Jones-Brown,Telecommunications,Phishing,2018-10-21,4548634.0,3762042.55,Uk,Phishing,45,2018,10,21
2044,"Tucker, Hicks And Morrow",Healthcare,Ransomware,2018-02-09,2949816.0,1304971.26,Spain,Phishing,30,2018,2,9
2045,"Hart, Garcia And Fox",Healthcare,Denial of Service,2018-03-12,4012942.0,2381890.98,Netherlands,Compromised Vendor,34,2018,3,12
2046,Greene And Sons,Healthcare,Ransomware,2019-05-20,4950575.0,3233228.71,Netherlands,Phishing,45,2019,5,20
2047,Barrera-Gibson,Healthcare,Ransomware,2018-08-14,4493793.0,2496351.27,Belgium,Phishing,5,2018,8,14
2048,Drake-Williams,Healthcare,Ransomware,2019-09-20,4950575.0,3514611.08,Spain,Phishing,35,2019,9,20
2049,"Bentley, Romero And Frazier",Healthcare,Ransomware,2018-06-06,5897260.0,2838148.02,Belgium,Insider Threat,9,2018,6,6
2050,"Valdez, Hernandez And Kirk",Manufacturing,Ransomware,2018-11-13,9061748.0,4004832.73,Sweden,Phishing,11,2018,11,13
2051,Mccall-Walker,Telecommunications,Supply Chain Attack,2018-03-29,7279676.0,4288457.75,Belgium,Compromised Vendor,17,2018,3,29
2052,Sanchez-Nguyen,Manufacturing,Denial of Service,2018-07-09,4583164.0,648598.93,Netherlands,Phishing,9,2018,7,9
2053,Bennett-Miller,Healthcare,Data Breach,2019-03-04,1410275.0,4124863.0,Belgium,DDoS Attack,7,2019,3,4
2054,"Arnold, Johnson And Nelson",Retail,Phishing,2019-02-17,571875.0,3450018.94,France,Compromised Vendor,31,2019,2,17
2055,Farley-Smith,Finance,Data Breach,2018-12-31,2620748.0,1553749.21,Belgium,Spear Phishing,17,2018,12,31
2056,Cole Inc,Manufacturing,Data Breach,2018-04-19,9704722.0,996098.47,Spain,Compromised Vendor,22,2018,4,19
2057,Lee-Perez,Tech,Phishing,2019-11-23,6816876.0,4089744.96,Uk,Phishing,41,2019,11,23
2058,Burke-Li,Healthcare,Denial of Service,2018-03-02,4418065.0,4739036.65,Denmark,Compromised Vendor,19,2018,3,2
2059,"Brady, Green And Bates",Manufacturing,Ransomware,2018-02-14,431013.0,1865739.16,Netherlands,Phishing,50,2018,2,14
2060,Nguyen And Sons,Manufacturing,Supply Chain Attack,2019-01-19,2262382.0,875871.88,Uk,Compromised Vendor,22,2019,1,19
2061,Nichols-Smith,Finance,Ransomware,2018-01-02,3592102.0,2837745.68,Sweden,Spear Phishing,28,2018,1,2
2062,Anderson And Sons,Manufacturing,Data Breach,2019-03-17,1749111.0,4051060.68,Uk,Insider Threat,57,2019,3,17
2063,Garcia Group,Healthcare,Ransomware,2019-08-14,4950575.0,4968744.19,Italy,Insider Threat,7,2019,8,14
2064,"Henry, Harris And Payne",Manufacturing,Ransomware,2019-12-03,221057.0,1496347.15,Italy,Compromised Vendor,28,2019,12,3
2065,Arias-Brown,Manufacturing,Ransomware,2018-03-23,2449627.0,197507.32,Netherlands,Phishing,16,2018,3,23
2066,Adkins Ltd,Manufacturing,Malware,2018-01-06,8560186.0,713528.82,Belgium,Phishing,34,2018,1,6
2067,"Brooks, Rodriguez And Faulkner",Retail,Data Breach,2019-11-20,7496157.0,1730660.78,Sweden,Spear Phishing,23,2019,11,20
2068,Carroll-Johnson,Healthcare,Supply Chain Attack,2019-09-08,8496445.0,2781342.75,Netherlands,Compromised Vendor,44,2019,9,8
2069,Dunlap-Roberts,Healthcare,Data Breach,2018-04-17,4769102.0,3226266.64,Netherlands,Insider Threat,55,2018,4,17
2070,"Thompson, Lee And Trujillo",Tech,Malware,2018-09-04,4950575.0,1499092.73,France,Phishing,20,2018,9,4
2071,Johnson Ltd,Finance,Data Breach,2019-09-24,4950575.0,1796578.32,Netherlands,Phishing,22,2019,9,24
2072,Cummings-Schmidt,Healthcare,Ransomware,2018-10-19,4727603.0,3895322.1,Belgium,DDoS Attack,10,2018,10,19
2073,Jenkins-Powell,Manufacturing,Data Breach,2019-05-24,4688131.0,3614569.73,Netherlands,Phishing,52,2019,5,24
2074,Vargas-Abbott,Tech,Ransomware,2018-03-05,7586749.0,1853005.09,Uk,Phishing,17,2018,3,5
2075,Cook-Taylor,Retail,Phishing,2019-06-14,4184081.0,202836.97,Uk,Compromised Vendor,39,2019,6,14
2076,West Llc,Healthcare,Data Breach,2019-05-09,5665098.0,1633356.79,Netherlands,Phishing,12,2019,5,9
2077,Howard Ltd,Healthcare,Ransomware,2019-07-10,4094241.0,1975876.92,Italy,Insider Threat,7,2019,7,10
2078,Hall-Nichols,Manufacturing,Data Breach,2018-06-05,4139335.0,3661669.35,Uk,Compromised Vendor,59,2018,6,5
2079,"Carter, Roberts And Harrison",Manufacturing,Ransomware,2019-07-21,7134111.0,2648787.66,Spain,Spear Phishing,47,2019,7,21
2080,"Alexander, Davidson And Gonzalez",Healthcare,Supply Chain Attack,2018-03-20,3918527.0,327109.0,Belgium,Phishing,37,2018,3,20
2081,Bradshaw Plc,Tech,Data Breach,2018-11-26,9525302.0,1607272.41,Sweden,Phishing,22,2018,11,26
2082,Butler-Williams,Telecommunications,Supply Chain Attack,2019-06-13,8287611.0,2001541.15,Uk,DDoS Attack,58,2019,6,13
2083,Butler Plc,Manufacturing,Supply Chain Attack,2018-03-17,4950575.0,256284.2,Belgium,Compromised Vendor,55,2018,3,17
2084,Ramos Inc,Healthcare,Denial of Service,2018-06-22,4950575.0,3379349.92,Sweden,DDoS Attack,46,2018,6,22
2085,"Herrera, Ponce And Hammond",Manufacturing,Denial of Service,2019-06-03,4950575.0,1566155.54,Sweden,Phishing,47,2019,6,3
2086,"Murphy, Johnson And Raymond",Telecommunications,Data Breach,2019-10-02,9571130.0,4779622.35,Uk,Compromised Vendor,26,2019,10,2
2087,Griffin Llc,Healthcare,Ransomware,2019-02-26,4950575.0,3927850.02,Spain,DDoS Attack,27,2019,2,26
2088,Morales-Sanders,Tech,Ransomware,2018-12-16,5405989.0,1379977.85,Uk,Compromised Vendor,37,2018,12,16
2089,Beard-Thompson,Tech,Supply Chain Attack,2018-09-06,5706850.0,500807.2,Netherlands,Phishing,24,2018,9,6
2090,Mitchell Ltd,Retail,Supply Chain Attack,2018-11-20,7352762.0,2626434.94,Uk,DDoS Attack,27,2018,11,20
2091,Gonzales-Henderson,Healthcare,Data Breach,2019-04-18,4713527.0,3652090.88,Italy,Spear Phishing,44,2019,4,18
2092,"Mckinney, Johnson And Lopez",Healthcare,Ransomware,2019-07-01,9117317.0,1142245.94,Sweden,DDoS Attack,47,2019,7,1
2093,Mathis Plc,Manufacturing,Supply Chain Attack,2018-11-17,7856444.0,3293871.7,Italy,Compromised Vendor,30,2018,11,17
2094,Wiley-Evans,Manufacturing,Malware,2019-10-19,2588923.0,2409719.4,Belgium,DDoS Attack,10,2019,10,19
2095,Henry-Davis,Healthcare,Supply Chain Attack,2019-10-31,7600445.0,1844400.33,Netherlands,Insider Threat,44,2019,10,31
2096,"Landry, Morton And Grant",Healthcare,Ransomware,2019-07-24,2156041.0,2538044.0,Belgium,Phishing,60,2019,7,24
2097,"Johnston, Cole And Jones",Tech,Ransomware,2019-09-22,9417453.0,1138942.92,Uk,Compromised Vendor,38,2019,9,22
2098,Stanley Group,Tech,Ransomware,2018-03-13,5066260.0,4119536.47,Netherlands,Phishing,18,2018,3,13
2099,Smith Llc,Retail,Phishing,2018-09-19,5371101.0,2634626.69,France,DDoS Attack,22,2018,9,19
2100,Allen-Wallace,Telecommunications,Data Breach,2019-09-19,4762126.0,4940171.89,Denmark,Phishing,9,2019,9,19
2101,Schroeder And Sons,Manufacturing,Ransomware,2019-02-15,7286330.0,1577360.33,Belgium,Phishing,58,2019,2,15
2102,"Bailey, Rasmussen And Walker",Healthcare,Data Breach,2019-01-19,4197173.0,4934375.48,Spain,DDoS Attack,51,2019,1,19
2103,"Liu, Carr And Gordon",Tech,Malware,2019-06-02,6739530.0,599856.56,Netherlands,Phishing,59,2019,6,2
2104,"Perez, Anderson And Kelly",Healthcare,Data Breach,2018-11-26,1721130.0,4361765.94,Italy,Compromised Vendor,57,2018,11,26
2105,Davis-Benton,Manufacturing,Ransomware,2018-08-25,6681298.0,4575139.13,Belgium,Spear Phishing,20,2018,8,25
2106,"Curry, Hurst And Fleming",Tech,Data Breach,2019-05-08,5031260.0,1914284.02,Belgium,Phishing,32,2019,5,8
2107,"Wilson, Chan And Rubio",Tech,Data Breach,2019-12-19,7393778.0,981150.85,Uk,Compromised Vendor,29,2019,12,19
2108,Sampson-Johnson,Manufacturing,Ransomware,2019-10-27,7434424.0,3850647.79,Belgium,Phishing,38,2019,10,27
2109,Higgins-Horne,Healthcare,Supply Chain Attack,2019-10-05,2661049.0,2392985.92,Uk,DDoS Attack,24,2019,10,5
2110,Fitzgerald Inc,Manufacturing,Data Breach,2018-05-16,1952231.0,1021641.61,Belgium,Compromised Vendor,31,2018,5,16
2111,"Mcdonald, Jones And Finley",Manufacturing,Ransomware,2018-10-14,126803.0,1340076.38,Belgium,DDoS Attack,48,2018,10,14
2112,Cox-Thompson,Tech,Data Breach,2019-04-03,4950575.0,960623.94,Belgium,Phishing,44,2019,4,3
2113,Stokes-Ramirez,Telecommunications,Malware,2018-01-24,1709525.0,4381247.48,Italy,Compromised Vendor,35,2018,1,24
2114,Young Inc,Manufacturing,Supply Chain Attack,2019-11-02,8215601.0,3039583.17,Italy,Insider Threat,15,2019,11,2
2115,Stone Ltd,Retail,Denial of Service,2018-11-16,942258.0,4816894.22,Spain,DDoS Attack,37,2018,11,16
2116,Watson Llc,Tech,Ransomware,2018-05-02,4950575.0,2380475.6,Italy,Phishing,54,2018,5,2
2117,"Bennett, Vasquez And Mcneil",Healthcare,Data Breach,2018-12-21,1014184.0,802091.63,Italy,Phishing,5,2018,12,21
2118,Carney-Hunter,Retail,Malware,2019-11-06,281716.0,4380616.03,Italy,Phishing,8,2019,11,6
2119,Ibarra-Bradley,Manufacturing,Phishing,2018-08-23,1162863.0,2489034.73,Denmark,Phishing,54,2018,8,23
2120,Marks Group,Tech,Malware,2018-10-09,3861782.0,2679722.61,Belgium,DDoS Attack,35,2018,10,9
2121,Anderson-Johnson,Telecommunications,Malware,2019-04-23,2928167.0,1696257.74,Sweden,Phishing,37,2019,4,23
2122,Rodriguez-Lewis,Manufacturing,Ransomware,2019-12-12,4950575.0,4457072.49,France,DDoS Attack,52,2019,12,12
2123,"Brooks, Wilson And Barnes",Manufacturing,Ransomware,2018-03-23,6407230.0,3970732.0,Belgium,Compromised Vendor,26,2018,3,23
2124,"Ward, Martin And Morgan",Manufacturing,Supply Chain Attack,2018-11-13,9196756.0,466053.01,Uk,Compromised Vendor,59,2018,11,13
2125,"Walls, Stephenson And Johnson",Retail,Phishing,2019-10-18,4950575.0,3205528.69,Uk,Phishing,43,2019,10,18
2126,Cooley-Beck,Healthcare,Malware,2019-07-18,4299869.0,3604064.52,Netherlands,Phishing,29,2019,7,18
2127,Preston-Chang,Healthcare,Denial of Service,2018-06-15,9269951.0,1009739.26,Uk,Spear Phishing,19,2018,6,15
2128,Woods Plc,Telecommunications,Denial of Service,2019-07-18,6361673.0,1826637.71,Uk,Compromised Vendor,46,2019,7,18
2129,Delgado-Howard,Manufacturing,Malware,2019-05-03,2143054.0,3217132.15,Spain,DDoS Attack,36,2019,5,3
2130,Mcdonald-Peterson,Tech,Ransomware,2018-07-06,3971848.0,3578822.57,Uk,Phishing,48,2018,7,6
2131,Williams Plc,Manufacturing,Phishing,2018-06-29,4640987.0,4896933.78,Sweden,DDoS Attack,48,2018,6,29
2132,Lozano-Eaton,Manufacturing,Denial of Service,2019-02-01,4950575.0,2568942.95,Netherlands,Compromised Vendor,28,2019,2,1
2133,"Young, West And Adams",Manufacturing,Ransomware,2018-04-01,3832665.0,1567007.93,Belgium,Insider Threat,41,2018,4,1
2134,"Kennedy, Valdez And Walter",Tech,Data Breach,2018-07-29,3640240.0,3330902.49,Sweden,Compromised Vendor,33,2018,7,29
2135,Rice Plc,Retail,Data Breach,2019-04-08,5728195.0,4211554.58,Denmark,Phishing,5,2019,4,8
2136,Mitchell-Webb,Telecommunications,Malware,2019-09-15,329202.0,2433846.53,France,Compromised Vendor,35,2019,9,15
2137,Robinson-Livingston,Manufacturing,Ransomware,2018-03-04,569449.0,1489909.66,Uk,Phishing,33,2018,3,4
2138,Pierce-Powell,Retail,Ransomware,2018-05-21,4950575.0,4504898.98,Belgium,DDoS Attack,51,2018,5,21
2139,Jordan Inc,Tech,Denial of Service,2019-09-13,8137361.0,3329179.43,Italy,Phishing,48,2019,9,13
2140,Butler-Torres,Telecommunications,Phishing,2019-08-11,2348643.0,2171406.43,France,Compromised Vendor,53,2019,8,11
2141,Mitchell And Sons,Retail,Ransomware,2018-02-02,4937568.0,1301801.77,Uk,Compromised Vendor,51,2018,2,2
2142,Carpenter And Sons,Tech,Data Breach,2019-03-01,293243.0,969196.86,Belgium,Compromised Vendor,41,2019,3,1
2143,Johnson Plc,Healthcare,Phishing,2018-07-21,4950575.0,3705719.88,Belgium,Insider Threat,7,2018,7,21
2144,"Taylor, Walker And Key",Healthcare,Supply Chain Attack,2018-02-26,1837845.0,991514.45,Belgium,Compromised Vendor,23,2018,2,26
2145,Silva Inc,Healthcare,Denial of Service,2018-05-01,1306561.0,1863052.57,Uk,Compromised Vendor,42,2018,5,1
2146,"Stewart, Ritter And Ali",Manufacturing,Ransomware,2018-07-03,166008.0,718818.66,France,Phishing,43,2018,7,3
2147,Molina Inc,Retail,Malware,2018-12-25,6908074.0,749978.79,Belgium,Compromised Vendor,51,2018,12,25
2148,Bowman Llc,Healthcare,Ransomware,2018-07-13,2883675.0,4127249.07,Belgium,Phishing,31,2018,7,13
2149,Bell-Erickson,Retail,Ransomware,2019-05-27,7781156.0,4136906.61,Uk,Phishing,41,2019,5,27
2150,Whitehead Group,Healthcare,Ransomware,2019-04-07,237035.0,1035910.67,Germany,DDoS Attack,14,2019,4,7
2151,Osborn Ltd,Manufacturing,Ransomware,2018-06-17,2901476.0,137081.61,Sweden,Compromised Vendor,33,2018,6,17
2152,Johnson Ltd,Manufacturing,Data Breach,2019-05-08,2017807.0,101946.54,Uk,Spear Phishing,22,2019,5,8
2153,Brock Group,Manufacturing,Malware,2018-11-02,4950575.0,3681371.66,Belgium,Compromised Vendor,57,2018,11,2
2154,"Martin, Shaffer And Phillips",Tech,Data Breach,2019-11-03,4950575.0,3360540.4,Netherlands,DDoS Attack,11,2019,11,3
2155,King Inc,Manufacturing,Data Breach,2019-03-04,2826324.0,1445432.88,Germany,Phishing,56,2019,3,4
2156,Ferguson Ltd,Tech,Data Breach,2019-04-18,7538109.0,2934557.52,Netherlands,Compromised Vendor,7,2019,4,18
2157,Mckenzie Ltd,Manufacturing,Ransomware,2018-04-15,7704772.0,3926004.46,Belgium,Malware Infection,35,2018,4,15
2158,"Carr, Dean And Johnson",Retail,Denial of Service,2018-04-14,7337411.0,3122131.99,Belgium,Phishing,47,2018,4,14
2159,Diaz And Sons,Retail,Denial of Service,2019-10-05,1738134.0,1353148.82,Sweden,Compromised Vendor,39,2019,10,5
2160,"Strong, Patrick And Thompson",Tech,Data Breach,2018-04-08,8800487.0,4009518.56,Uk,Phishing,29,2018,4,8
2161,"Turner, Gill And Grant",Manufacturing,Phishing,2019-05-16,835706.0,2316174.19,Uk,Phishing,17,2019,5,16
2162,Phillips Llc,Healthcare,Phishing,2019-01-10,9169106.0,3947833.2,Belgium,Compromised Vendor,44,2019,1,10
2163,Hatfield-Jones,Healthcare,Phishing,2018-09-15,9173306.0,2550890.41,Italy,Compromised Vendor,37,2018,9,15
2164,"Andrews, Green And Jones",Telecommunications,Ransomware,2019-04-24,6185029.0,1311481.58,Belgium,Insider Threat,59,2019,4,24
2165,Reeves Plc,Tech,Phishing,2019-07-25,2219631.0,2639612.61,Belgium,Phishing,28,2019,7,25
2166,"Vega, Taylor And Key",Healthcare,Data Breach,2019-12-14,9699970.0,4301275.23,Belgium,DDoS Attack,51,2019,12,14
2167,Moreno-Schultz,Manufacturing,Ransomware,2018-10-08,2286932.0,2820284.73,Uk,Compromised Vendor,15,2018,10,8
2168,Luna-Morris,Tech,Malware,2018-05-15,7443991.0,2900487.02,Belgium,Phishing,8,2018,5,15
2169,"Blackburn, Lindsey And Blake",Retail,Phishing,2019-12-27,6623349.0,1989898.53,Sweden,Spear Phishing,30,2019,12,27
2170,"Smith, Leonard And Porter",Tech,Ransomware,2019-12-01,3655337.0,2994505.03,Poland,Phishing,24,2019,12,1
2171,Ellis-Thompson,Energy,Data Breach,2018-09-10,953812.0,3941862.64,Italy,DDoS Attack,32,2018,9,10
2172,Huang And Sons,Tech,Phishing,2019-04-11,2035403.0,2141986.24,Netherlands,DDoS Attack,55,2019,4,11
2173,Wang-Cantrell,Retail,Ransomware,2018-12-11,77889.0,440645.18,Sweden,Insider Threat,29,2018,12,11
2174,Diaz-Mendez,Healthcare,Ransomware,2019-02-04,4950575.0,3969306.25,Belgium,DDoS Attack,5,2019,2,4
2175,Mcneil-Maxwell,Manufacturing,Data Breach,2018-01-29,6767046.0,2777593.34,Germany,Compromised Vendor,49,2018,1,29
2176,Clay-Wells,Telecommunications,Ransomware,2018-12-27,3894411.0,4366666.85,Belgium,DDoS Attack,55,2018,12,27
2177,Hutchinson Inc,Healthcare,Ransomware,2018-12-05,5323936.0,3470019.74,Spain,Compromised Vendor,22,2018,12,5
2178,"Wang, Andrade And Mercado",Tech,Ransomware,2019-06-27,8266362.0,1451493.04,Uk,DDoS Attack,48,2019,6,27
2179,Cervantes-Robertson,Manufacturing,Data Breach,2018-10-03,1077784.0,554560.62,Uk,Phishing,20,2018,10,3
2180,Garcia-Hayes,Telecommunications,Data Breach,2019-10-15,6553006.0,2529999.74,Spain,Compromised Vendor,50,2019,10,15
2181,Blake-Ballard,Finance,Phishing,2018-07-09,743558.0,1618982.84,Sweden,Compromised Vendor,57,2018,7,9
2182,Rocha-Bowers,Tech,Ransomware,2018-11-15,4822275.0,2139175.99,Netherlands,Insider Threat,19,2018,11,15
2183,Hart-Fisher,Healthcare,Supply Chain Attack,2018-09-29,4950575.0,679950.56,Italy,DDoS Attack,43,2018,9,29
2184,Price-Foster,Healthcare,Ransomware,2019-05-18,6194725.0,248668.66,Uk,Compromised Vendor,58,2019,5,18
2185,"Bruce, Rose And Perez",Healthcare,Phishing,2018-04-16,4941260.0,3376265.23,Italy,Insider Threat,7,2018,4,16
2186,Johnson-Pruitt,Energy,Ransomware,2019-06-07,841305.0,1498092.99,Netherlands,Phishing,14,2019,6,7
2187,Paul-Cunningham,Tech,Phishing,2018-03-11,8810435.0,3875252.13,Spain,Phishing,37,2018,3,11
2188,Silva-Mendoza,Manufacturing,Supply Chain Attack,2019-02-06,7820753.0,2534351.12,Uk,Phishing,51,2019,2,6
2189,Powell-Jackson,Manufacturing,Data Breach,2019-08-19,8700708.0,4122877.4,Netherlands,Insider Threat,22,2019,8,19
2190,Obrien-Henry,Tech,Malware,2018-09-22,4950575.0,2588674.43,Denmark,DDoS Attack,52,2018,9,22
2191,Sullivan Plc,Tech,Malware,2018-11-24,7849017.0,932047.61,Belgium,Compromised Vendor,56,2018,11,24
2192,Lyons Plc,Energy,Supply Chain Attack,2018-03-12,988174.0,4004988.37,Belgium,Insider Threat,19,2018,3,12
2193,Burton Llc,Retail,Ransomware,2018-08-15,4167055.0,876172.93,Spain,Insider Threat,16,2018,8,15
2194,Johnson-Bates,Manufacturing,Ransomware,2018-09-07,9098644.0,644545.8,Uk,Compromised Vendor,23,2018,9,7
2195,Russell And Sons,Manufacturing,Ransomware,2018-02-15,9314730.0,236949.31,Sweden,DDoS Attack,34,2018,2,15
2196,"Stewart, Hill And Cooper",Tech,Ransomware,2018-09-20,5509342.0,926439.62,Uk,DDoS Attack,55,2018,9,20
2197,"Phillips, Lopez And Martin",Manufacturing,Supply Chain Attack,2018-05-08,6126836.0,1578070.52,France,Insider Threat,53,2018,5,8
2198,"Potts, Kelly And White",Telecommunications,Ransomware,2019-03-30,4876516.0,4255279.21,Sweden,DDoS Attack,33,2019,3,30
2199,Rich Llc,Healthcare,Denial of Service,2018-04-17,9434089.0,3852356.86,Italy,Phishing,43,2018,4,17
2200,"Mahoney, Bailey And Mitchell",Healthcare,Malware,2019-01-28,4950575.0,4779121.66,Netherlands,Insider Threat,22,2019,1,28
2201,Nguyen-Williams,Healthcare,Malware,2019-12-07,4754429.0,3322407.69,France,DDoS Attack,38,2019,12,7
2202,Oliver-Harvey,Retail,Data Breach,2019-02-06,1469021.0,3343820.73,Netherlands,DDoS Attack,14,2019,2,6
2203,Parks Group,Manufacturing,Denial of Service,2018-05-16,3544820.0,192051.14,Belgium,Insider Threat,23,2018,5,16
2204,Yates-Briggs,Telecommunications,Malware,2018-04-26,4950575.0,1750787.65,Spain,Phishing,54,2018,4,26
2205,Anderson Llc,Healthcare,Supply Chain Attack,2018-06-17,9968555.0,424910.64,Belgium,Phishing,50,2018,6,17
2206,"Thomas, Hudson And Ochoa",Tech,Ransomware,2019-05-11,9015641.0,3526034.18,Germany,DDoS Attack,9,2019,5,11
2207,"Glover, Davis And Johnston",Manufacturing,Data Breach,2019-05-10,3335963.0,891915.32,Belgium,Compromised Vendor,51,2019,5,10
2208,Lawrence-Luna,Manufacturing,Ransomware,2018-01-09,3038838.0,2358555.29,Spain,Insider Threat,39,2018,1,9
2209,"Doyle, Henderson And Ferguson",Healthcare,Ransomware,2019-03-03,190387.0,2553260.92,Italy,Insider Threat,50,2019,3,3
2210,"Daniels, Arnold And Gutierrez",Manufacturing,Denial of Service,2018-06-06,5870559.0,4541062.5,Belgium,Insider Threat,50,2018,6,6
2211,"Campbell, Rice And Carroll",Manufacturing,Ransomware,2018-03-29,816110.0,1974665.02,Netherlands,DDoS Attack,39,2018,3,29
2212,Wilson Ltd,Healthcare,Data Breach,2018-08-04,4950575.0,757347.77,Italy,Insider Threat,9,2018,8,4
2213,White Plc,Healthcare,Data Breach,2018-08-15,6984830.0,2257362.94,Uk,DDoS Attack,11,2018,8,15
2214,Fox-Craig,Healthcare,Data Breach,2018-11-15,4268552.0,4433865.7,Belgium,Phishing,60,2018,11,15
2215,Walls-Roberson,Tech,Malware,2018-04-22,4950575.0,3071258.56,Uk,DDoS Attack,5,2018,4,22
2216,Flores And Sons,Telecommunications,Data Breach,2018-03-08,4091294.0,4785163.7,Italy,Phishing,27,2018,3,8
2217,Wells Ltd,Retail,Data Breach,2019-09-12,1778406.0,1804840.63,Italy,Phishing,23,2019,9,12
2218,Martin-Bell,Healthcare,Ransomware,2019-05-23,4557069.0,4223575.66,Belgium,Compromised Vendor,9,2019,5,23
2219,"Arnold, Gilmore And King",Healthcare,Data Breach,2019-07-29,3726118.0,4762493.92,France,Spear Phishing,38,2019,7,29
2220,"Dennis, Taylor And Harrington",Healthcare,Ransomware,2018-12-27,5991359.0,1392990.09,France,Phishing,26,2018,12,27
2221,"Holland, Thompson And Prince",Healthcare,Ransomware,2019-08-11,8058430.0,3977310.8,Netherlands,Compromised Vendor,45,2019,8,11
2222,"Benjamin, Andrews And Martinez",Manufacturing,Phishing,2018-01-23,4825509.0,752632.7,Uk,Compromised Vendor,15,2018,1,23
2223,"Mason, Atkinson And Clark",Tech,Ransomware,2018-02-25,3504872.0,4722036.13,Germany,Phishing,9,2018,2,25
2224,"Fisher, Morris And Barnett",Healthcare,Data Breach,2018-11-20,1577013.0,3364106.79,Belgium,Compromised Vendor,8,2018,11,20
2225,Perez-Nixon,Manufacturing,Malware,2019-07-15,693683.0,2028040.94,Belgium,DDoS Attack,30,2019,7,15
2226,Pierce Llc,Tech,Ransomware,2019-11-01,997962.0,4911490.51,Uk,DDoS Attack,44,2019,11,1
2227,Clark-Johnson,Healthcare,Malware,2019-02-12,492874.0,360463.18,Belgium,Compromised Vendor,15,2019,2,12
2228,"Thompson, Simpson And Smith",Healthcare,Phishing,2018-12-14,8851797.0,508570.49,Italy,Insider Threat,35,2018,12,14
2229,Johnson-Howell,Healthcare,Data Breach,2019-05-28,4950575.0,1137843.75,Belgium,DDoS Attack,46,2019,5,28
2230,Williams-Lane,Healthcare,Ransomware,2018-08-15,5561515.0,3750492.25,Belgium,Compromised Vendor,22,2018,8,15
2231,"Lyons, Long And Gibson",Retail,Ransomware,2018-05-23,201343.0,4975290.17,France,Compromised Vendor,33,2018,5,23
2232,Simpson Group,Healthcare,Data Breach,2018-03-15,6041864.0,4222124.5,Uk,Spear Phishing,19,2018,3,15
2233,"Adams, Morris And Saunders",Retail,Ransomware,2019-04-03,2342634.0,250236.44,Italy,Phishing,40,2019,4,3
2234,Goodman Plc,Finance,Malware,2018-12-20,7021726.0,3544903.99,Belgium,Compromised Vendor,15,2018,12,20
2235,"Phillips, Vang And Whitney",Finance,Malware,2019-08-13,7647909.0,1460735.81,Uk,Compromised Vendor,46,2019,8,13
2236,Hunt-Jacobs,Tech,Malware,2018-06-21,4677545.0,2844787.93,Spain,Compromised Vendor,21,2018,6,21
